_id,keywords[0],keywords[1],keywords[2],response,id,layer,problem,keywords,solution
69b6ee2497bb4b1b4aaddf62,,,,,52,Presentation,SSL certificate invalid,ssl certificate,Install valid certificate
69b6ee2497bb4b1b4aaddf63,,,,,53,Physical,Ethernet port not detecting cable,port ethernet issue,Try another port
69b6ee2497bb4b1b4aaddf64,,,,,54,Transport,Incorrect port configuration,port config,Verify port numbers
69b6ee2497bb4b1b4aaddf65,,,,,55,Physical,Ethernet port not detecting cable,port ethernet issue,Try another port
69b6ee2497bb4b1b4aaddf66,,,,,56,Session,Duplicate sessions,duplicate session,Terminate extra sessions
69b6ee2497bb4b1b4aaddf67,,,,,57,Data Link,Frame check sequence error,fcs error,Replace faulty cable
69b6ee2497bb4b1b4aaddf68,,,,,58,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aaddf69,,,,,59,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddf6a,,,,,60,Data Link,Spanning tree loop,stp loop,Configure STP properly
69b6ee2497bb4b1b4aaddf6b,,,,,61,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aaddf6c,,,,,43,Application,Service unavailable,503 service,Restart service
69b6ee2497bb4b1b4aaddf6d,,,,,62,Session,Remote session disconnect,remote session,Check connection
69b6ee2497bb4b1b4aaddf6e,,,,,63,Transport,SYN flood attack,syn attack,Enable SYN protection
69b6ee2497bb4b1b4aaddf6f,,,,,64,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aaddf70,,,,,65,Presentation,SSL handshake failed,ssl handshake,Update certificates
69b6ee2497bb4b1b4aaddf71,,,,,42,Network,Router not routing packets,router routing,Restart router
69b6ee2497bb4b1b4aaddf72,,,,,66,Physical,Network adapter disabled,adapter disabled,Enable network adapter
69b6ee2497bb4b1b4aaddf73,,,,,67,Session,Session ID mismatch,session id,Clear session cache
69b6ee2497bb4b1b4aaddf74,,,,,68,Session,Session restore failure,session restore,Reauthenticate
69b6ee2497bb4b1b4aaddf75,,,,,69,Presentation,TLS protocol mismatch,tls mismatch,Update TLS version
69b6ee2497bb4b1b4aaddf76,,,,,70,Presentation,Certificate chain error,certificate chain,Install full chain
69b6ee2497bb4b1b4aaddf77,,,,,71,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddf78,,,,,72,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddf79,,,,,73,Application,Authentication failure,login authentication,Verify credentials
69b6ee2497bb4b1b4aaddf7a,,,,,74,Physical,Overheating router,router heat,Allow router cooling
69b6ee2497bb4b1b4aaddf7b,,,,,75,Transport,SYN flood attack,syn attack,Enable SYN protection
69b6ee2497bb4b1b4aaddf7c,,,,,76,Presentation,SSL certificate invalid,ssl certificate,Install valid certificate
69b6ee2497bb4b1b4aaddf7d,,,,,77,Session,Session restore failure,session restore,Reauthenticate
69b6ee2497bb4b1b4aaddf7e,,,,,78,Session,Session synchronization error,session sync,Restart application
69b6ee2497bb4b1b4aaddf7f,,,,,79,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddf80,,,,,80,Transport,Firewall blocking port,firewall port,Allow port in firewall
69b6ee2497bb4b1b4aaddf81,,,,,82,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aaddf82,,,,,83,Transport,Incorrect port configuration,port config,Verify port numbers
69b6ee2497bb4b1b4aaddf83,,,,,84,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddf84,,,,,85,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aaddf85,,,,,81,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddf86,,,,,87,Data Link,Frame collision,collision ethernet,Use switch instead of hub
69b6ee2497bb4b1b4aaddf87,,,,,88,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddf88,,,,,89,Network,ICMP blocked,icmp ping,Enable ICMP
69b6ee2497bb4b1b4aaddf89,,,,,86,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aaddf8a,,,,,94,Network,Static route misconfigured,static route,Correct static route
69b6ee2497bb4b1b4aaddf8b,,,,,102,Network,Firewall blocking IP,firewall block ip,Allow IP in firewall
69b6ee2497bb4b1b4aaddf8c,,,,,103,Physical,Switch not working,switch dead,Restart or replace switch
69b6ee2497bb4b1b4aaddf8d,,,,,90,Physical,Damaged ethernet cable,cable broken ethernet,Replace the ethernet cable
69b6ee2497bb4b1b4aaddf8e,,,,,104,Application,Email not sending,smtp email,Check SMTP settings
69b6ee2497bb4b1b4aaddf8f,,,,,105,Data Link,VLAN misconfiguration,vlan config,Correct VLAN settings
69b6ee2497bb4b1b4aaddf90,,,,,106,Data Link,Spanning tree loop,stp loop,Configure STP properly
69b6ee2497bb4b1b4aaddf91,,,,,107,Physical,Network card failure,nic network card,Replace network interface card
69b6ee2497bb4b1b4aaddf92,,,,,108,Physical,Power outage affecting network,power electricity,Restore power supply
69b6ee2497bb4b1b4aaddf93,,,,,109,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddf94,,,,,110,Physical,Router power off,router power off,Turn on router power supply
69b6ee2497bb4b1b4aaddf95,,,,,111,Physical,Faulty modem,modem issue,Restart or replace modem
69b6ee2497bb4b1b4aaddf96,,,,,113,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aaddf97,,,,,114,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aaddf98,,,,,115,Physical,Loose LAN connection,lan loose port,Reconnect LAN cable
69b6ee2497bb4b1b4aaddf99,,,,,116,Network,Router not routing packets,router routing,Restart router
69b6ee2497bb4b1b4aaddf9a,,,,,112,Physical,Network cable unplugged,cable unplugged ethernet,Plug the Ethernet cable properly
69b6ee2497bb4b1b4aaddf9b,,,,,97,Application,Browser cache issue,browser cache,Clear browser cache
69b6ee2497bb4b1b4aaddf9c,,,,,95,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aaddf9d,,,,,96,Transport,Incorrect port configuration,port config,Verify port numbers
69b6ee2497bb4b1b4aaddf9e,,,,,99,Data Link,Switch firmware outdated,switch firmware,Update firmware
69b6ee2497bb4b1b4aaddf9f,,,,,98,Application,Authentication failure,login authentication,Verify credentials
69b6ee2497bb4b1b4aaddfa0,,,,,92,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aaddfa1,,,,,91,Physical,Overheating router,router heat,Allow router cooling
69b6ee2497bb4b1b4aaddfa2,,,,,101,Session,Duplicate sessions,duplicate session,Terminate extra sessions
69b6ee2497bb4b1b4aaddfa3,,,,,100,Physical,Overheating router,router heat,Allow router cooling
69b6ee2497bb4b1b4aaddfa4,,,,,119,Presentation,Certificate expired,certificate expired,Renew certificate
69b6ee2497bb4b1b4aaddfa5,,,,,93,Transport,Session timeout,session timeout,Increase timeout
69b6ee2497bb4b1b4aaddfa6,,,,,120,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddfa7,,,,,121,Data Link,Frame collision,collision ethernet,Use switch instead of hub
69b6ee2497bb4b1b4aaddfa8,,,,,122,Network,Network congestion,network congestion,Reduce traffic load
69b6ee2497bb4b1b4aaddfa9,,,,,123,Network,IP address conflict,ip conflict,Renew IP address
69b6ee2497bb4b1b4aaddfaa,,,,,124,Physical,Network cable unplugged,cable unplugged ethernet,Plug the Ethernet cable properly
69b6ee2497bb4b1b4aaddfab,,,,,125,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aaddfac,,,,,117,Session,Session token expired,token expired,Generate new token
69b6ee2497bb4b1b4aaddfad,,,,,126,Session,VPN session dropped,vpn drop,Reconnect VPN
69b6ee2497bb4b1b4aaddfae,,,,,127,Physical,Broken fiber cable,fiber damage,Replace fiber cable
69b6ee2497bb4b1b4aaddfaf,,,,,128,Application,FTP connection failed,ftp connection,Verify credentials
69b6ee2497bb4b1b4aaddfb0,,,,,129,Presentation,Certificate chain error,certificate chain,Install full chain
69b6ee2497bb4b1b4aaddfb1,,,,,130,Session,Secure session failure,secure session,Check certificates
69b6ee2497bb4b1b4aaddfb2,,,,,131,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aaddfb3,,,,,132,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddfb4,,,,,133,Session,Session not established,session fail,Restart service
69b6ee2497bb4b1b4aaddfb5,,,,,134,Session,VPN session dropped,vpn drop,Reconnect VPN
69b6ee2497bb4b1b4aaddfb6,,,,,135,Session,Session authentication failure,session auth,Re-login
69b6ee2497bb4b1b4aaddfb7,,,,,136,Physical,Loose LAN connection,lan loose port,Reconnect LAN cable
69b6ee2497bb4b1b4aaddfb8,,,,,137,Network,Static route misconfigured,static route,Correct static route
69b6ee2497bb4b1b4aaddfb9,,,,,138,Data Link,MAC filtering blocking device,mac filter,Update MAC filter list
69b6ee2497bb4b1b4aaddfba,,,,,139,Network,NAT misconfiguration,nat error,Reconfigure NAT
69b6ee2497bb4b1b4aaddfbb,,,,,140,Physical,Loose LAN connection,lan loose port,Reconnect LAN cable
69b6ee2497bb4b1b4aaddfbc,,,,,141,Session,Authentication server unreachable,auth server,Restart authentication server
69b6ee2497bb4b1b4aaddfbd,,,,,142,Presentation,Certificate chain error,certificate chain,Install full chain
69b6ee2497bb4b1b4aaddfbe,,,,,143,Data Link,MAC filtering blocking device,mac filter,Update MAC filter list
69b6ee2497bb4b1b4aaddfbf,,,,,144,Application,Email not sending,smtp email,Check SMTP settings
69b6ee2497bb4b1b4aaddfc0,,,,,145,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aaddfc1,,,,,146,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aaddfc2,,,,,147,Presentation,SSL handshake failed,ssl handshake,Update certificates
69b6ee2497bb4b1b4aaddfc3,,,,,148,Physical,Faulty modem,modem issue,Restart or replace modem
69b6ee2497bb4b1b4aaddfc4,,,,,149,Network,Packet loss,packet loss,Check congestion
69b6ee2497bb4b1b4aaddfc5,,,,,150,Data Link,Network interface not detecting MAC,mac detection,Reset network adapter
69b6ee2497bb4b1b4aaddfc6,,,,,151,Transport,Load balancer error,load balancer,Reconfigure load balancer
69b6ee2497bb4b1b4aaddfc7,,,,,152,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aaddfc8,,,,,153,Network,TTL expired,ttl expired,Check routing loops
69b6ee2497bb4b1b4aaddfc9,,,,,154,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aaddfca,,,,,155,Transport,UDP service not responding,udp service,Restart service
69b6ee2497bb4b1b4aaddfcb,,,,,156,Physical,Faulty modem,modem issue,Restart or replace modem
69b6ee2497bb4b1b4aaddfcc,,,,,157,Presentation,Compression error,compression error,Disable compression
69b6ee2497bb4b1b4aaddfcd,,,,,158,Application,FTP connection failed,ftp connection,Verify credentials
69b6ee2497bb4b1b4aaddfce,,,,,118,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aaddfcf,,,,,160,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aaddfd0,,,,,159,Data Link,Frame collision,collision ethernet,Use switch instead of hub
69b6ee2497bb4b1b4aaddfd1,,,,,161,Application,Proxy server error,proxy error,Disable proxy
69b6ee2497bb4b1b4aaddfd2,,,,,162,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aaddfd3,,,,,163,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddfd4,,,,,164,Application,FTP connection failed,ftp connection,Verify credentials
69b6ee2497bb4b1b4aaddfd5,,,,,165,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aaddfd6,,,,,166,Network,TTL expired,ttl expired,Check routing loops
69b6ee2497bb4b1b4aaddfd7,,,,,168,Session,Session not established,session fail,Restart service
69b6ee2497bb4b1b4aaddfd8,,,,,169,Data Link,MAC address conflict,mac conflict,Reset devices
69b6ee2497bb4b1b4aaddfd9,,,,,170,Transport,TCP slow start delay,tcp slow,Optimize TCP parameters
69b6ee2497bb4b1b4aaddfda,,,,,171,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aaddfdb,,,,,167,Transport,UDP packet loss,udp loss,Improve network stability
69b6ee2497bb4b1b4aaddfdc,,,,,172,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aaddfdd,,,,,173,Transport,TCP handshake failure,tcp handshake,Restart service
69b6ee2497bb4b1b4aaddfde,,,,,174,Data Link,VLAN misconfiguration,vlan config,Correct VLAN settings
69b6ee2497bb4b1b4aaddfdf,,,,,175,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aaddfe0,,,,,177,Application,Website not loading,website loading,Check server status
69b6ee2497bb4b1b4aaddfe1,,,,,176,Transport,TCP handshake failure,tcp handshake,Restart service
69b6ee2497bb4b1b4aaddfe2,,,,,178,Data Link,MAC filtering blocking device,mac filter,Update MAC filter list
69b6ee2497bb4b1b4aaddfe3,,,,,179,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aaddfe4,,,,,180,Application,HTTP 404 error,404 error,Check URL
69b6ee2497bb4b1b4aaddfe5,,,,,182,Transport,TCP slow start delay,tcp slow,Optimize TCP parameters
69b6ee2497bb4b1b4aaddfe6,,,,,181,Transport,Too many connections,connection limit,Increase server limit
69b6ee2497bb4b1b4aaddfe7,,,,,186,Presentation,Encoding issue,encoding problem,Use UTF8 encoding
69b6ee2497bb4b1b4aaddfe8,,,,,183,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aaddfe9,,,,,184,Presentation,Encryption key mismatch,key mismatch,Regenerate keys
69b6ee2497bb4b1b4aaddfea,,,,,185,Network,Network unreachable,network unreachable,Verify routing table
69b6ee2497bb4b1b4aaddfeb,,,,,190,Transport,SYN flood attack,syn attack,Enable SYN protection
69b6ee2497bb4b1b4aaddfec,,,,,187,Transport,Connection reset error,connection reset,Check server logs
69b6ee2497bb4b1b4aaddfed,,,,,188,Application,Browser cache issue,browser cache,Clear browser cache
69b6ee2497bb4b1b4aaddfee,,,,,189,Presentation,Certificate expired,certificate expired,Renew certificate
69b6ee2497bb4b1b4aaddfef,,,,,192,Network,Router firmware outdated,router firmware,Update router firmware
69b6ee2497bb4b1b4aaddff0,,,,,191,Physical,Network adapter disabled,adapter disabled,Enable network adapter
69b6ee2497bb4b1b4aaddff1,,,,,197,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aaddff2,,,,,195,Physical,Signal interference,signal noise,Remove interference source
69b6ee2497bb4b1b4aaddff3,,,,,194,Session,Session ID mismatch,session id,Clear session cache
69b6ee2497bb4b1b4aaddff4,,,,,193,Network,Network unreachable,network unreachable,Verify routing table
69b6ee2497bb4b1b4aaddff5,,,,,196,Transport,UDP service not responding,udp service,Restart service
69b6ee2497bb4b1b4aaddff6,,,,,200,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aaddff7,,,,,198,Session,Remote session disconnect,remote session,Check connection
69b6ee2497bb4b1b4aaddff8,,,,,203,Network,Router firmware outdated,router firmware,Update router firmware
69b6ee2497bb4b1b4aaddff9,,,,,199,Network,Router not routing packets,router routing,Restart router
69b6ee2497bb4b1b4aaddffa,,,,,205,Application,Email not sending,smtp email,Check SMTP settings
69b6ee2497bb4b1b4aaddffb,,,,,201,Network,Static route misconfigured,static route,Correct static route
69b6ee2497bb4b1b4aaddffc,,,,,204,Physical,Signal interference,signal noise,Remove interference source
69b6ee2497bb4b1b4aaddffd,,,,,209,Data Link,Switch MAC table overflow,mac table switch,Restart switch
69b6ee2497bb4b1b4aaddffe,,,,,202,Physical,Network cable unplugged,cable unplugged ethernet,Plug the Ethernet cable properly
69b6ee2497bb4b1b4aaddfff,,,,,206,Transport,UDP packet loss,udp loss,Improve network stability
69b6ee2497bb4b1b4aade000,,,,,207,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aade001,,,,,208,Session,Remote session disconnect,remote session,Check connection
69b6ee2497bb4b1b4aade002,,,,,214,Network,Firewall blocking IP,firewall block ip,Allow IP in firewall
69b6ee2497bb4b1b4aade003,,,,,217,Session,Remote login failure,remote login,Verify credentials
69b6ee2497bb4b1b4aade004,,,,,215,Network,TTL expired,ttl expired,Check routing loops
69b6ee2497bb4b1b4aade005,,,,,210,Presentation,Unsupported file format,file format,Convert format
69b6ee2497bb4b1b4aade006,,,,,216,Network,TTL expired,ttl expired,Check routing loops
69b6ee2497bb4b1b4aade007,,,,,211,Session,Session synchronization error,session sync,Restart application
69b6ee2497bb4b1b4aade008,,,,,221,Data Link,ARP table error,arp error,Clear ARP cache
69b6ee2497bb4b1b4aade009,,,,,218,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aade00a,,,,,212,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aade00b,,,,,213,Presentation,Encryption error,encryption error,Update encryption settings
69b6ee2497bb4b1b4aade00c,,,,,220,Application,Service unavailable,503 service,Restart service
69b6ee2497bb4b1b4aade00d,,,,,219,Transport,Connection reset error,connection reset,Check server logs
69b6ee2497bb4b1b4aade00e,,,,,232,Physical,Faulty modem,modem issue,Restart or replace modem
69b6ee2497bb4b1b4aade00f,,,,,226,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aade010,,,,,222,Physical,Power outage affecting network,power electricity,Restore power supply
69b6ee2497bb4b1b4aade011,,,,,223,Session,VPN session dropped,vpn drop,Reconnect VPN
69b6ee2497bb4b1b4aade012,,,,,224,Application,HTTP 500 error,500 server,Restart web server
69b6ee2497bb4b1b4aade013,,,,,225,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aade014,,,,,230,Transport,Connection reset error,connection reset,Check server logs
69b6ee2497bb4b1b4aade015,,,,,227,Physical,WiFi router not powered,wifi router off,Check power adapter
69b6ee2497bb4b1b4aade016,,,,,228,Physical,Damaged ethernet cable,cable broken ethernet,Replace the ethernet cable
69b6ee2497bb4b1b4aade017,,,,,229,Network,Invalid IP address,invalid ip,Configure correct IP
69b6ee2497bb4b1b4aade018,,,,,234,Data Link,ARP poisoning attack,arp attack,Enable security features
69b6ee2497bb4b1b4aade019,,,,,231,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aade01a,,,,,233,Session,Duplicate sessions,duplicate session,Terminate extra sessions
69b6ee2497bb4b1b4aade01b,,,,,237,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aade01c,,,,,235,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aade01d,,,,,236,Presentation,Secure channel failure,secure channel,Restart secure service
69b6ee2497bb4b1b4aade01e,,,,,239,Physical,Switch not working,switch dead,Restart or replace switch
69b6ee2497bb4b1b4aade01f,,,,,238,Presentation,SSL certificate invalid,ssl certificate,Install valid certificate
69b6ee2497bb4b1b4aade020,,,,,240,Application,FTP connection failed,ftp connection,Verify credentials
69b6ee2497bb4b1b4aade021,,,,,241,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aade022,,,,,243,Data Link,Frame check sequence error,fcs error,Replace faulty cable
69b6ee2497bb4b1b4aade023,,,,,242,Transport,Transport layer congestion,transport congestion,Adjust buffer size
69b6ee2497bb4b1b4aade024,,,,,247,Network,ICMP blocked,icmp ping,Enable ICMP
69b6ee2497bb4b1b4aade025,,,,,245,Physical,Ethernet port not detecting cable,port ethernet issue,Try another port
69b6ee2497bb4b1b4aade026,,,,,246,Session,Duplicate sessions,duplicate session,Terminate extra sessions
69b6ee2497bb4b1b4aade027,,,,,249,Application,Web server down,server down,Restart server
69b6ee2497bb4b1b4aade028,,,,,248,Physical,Power outage affecting network,power electricity,Restore power supply
69b6ee2497bb4b1b4aade029,,,,,244,Network,Router firmware outdated,router firmware,Update router firmware
69b6ee2497bb4b1b4aade02a,,,,,250,Physical,Network card failure,nic network card,Replace network interface card
69b6ee2497bb4b1b4aade02b,,,,,253,Physical,Switch not working,switch dead,Restart or replace switch
69b6ee2497bb4b1b4aade02c,,,,,252,Presentation,Secure channel failure,secure channel,Restart secure service
69b6ee2497bb4b1b4aade02d,,,,,255,Network,Router firmware outdated,router firmware,Update router firmware
69b6ee2497bb4b1b4aade02e,,,,,251,Data Link,Duplicate MAC address,duplicate mac,Reassign MAC
69b6ee2497bb4b1b4aade02f,,,,,254,Presentation,Certificate expired,certificate expired,Renew certificate
69b6ee2497bb4b1b4aade030,,,,,258,Presentation,TLS protocol mismatch,tls mismatch,Update TLS version
69b6ee2497bb4b1b4aade031,,,,,256,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aade032,,,,,257,Network,Subnet mismatch,subnet mask,Correct subnet mask
69b6ee2497bb4b1b4aade033,,,,,261,Network,Firewall blocking IP,firewall block ip,Allow IP in firewall
69b6ee2497bb4b1b4aade034,,,,,259,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aade035,,,,,263,Transport,UDP packet loss,udp loss,Improve network stability
69b6ee2497bb4b1b4aade036,,,,,262,Transport,UDP service not responding,udp service,Restart service
69b6ee2497bb4b1b4aade037,,,,,265,Transport,Connection reset error,connection reset,Check server logs
69b6ee2497bb4b1b4aade038,,,,,264,Application,Proxy server error,proxy error,Disable proxy
69b6ee2497bb4b1b4aade039,,,,,267,Data Link,MAC address conflict,mac conflict,Reset devices
69b6ee2497bb4b1b4aade03a,,,,,260,Presentation,Certificate chain error,certificate chain,Install full chain
69b6ee2497bb4b1b4aade03b,,,,,266,Network,Static route misconfigured,static route,Correct static route
69b6ee2497bb4b1b4aade03c,,,,,268,Physical,Network cable unplugged,cable unplugged ethernet,Plug the Ethernet cable properly
69b6ee2497bb4b1b4aade03d,,,,,270,Application,Website not loading,website loading,Check server status
69b6ee2497bb4b1b4aade03e,,,,,269,Physical,Switch not working,switch dead,Restart or replace switch
69b6ee2497bb4b1b4aade03f,,,,,274,Session,Session restore failure,session restore,Reauthenticate
69b6ee2497bb4b1b4aade040,,,,,271,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aade041,,,,,272,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aade042,,,,,273,Session,Session not established,session fail,Restart service
69b6ee2497bb4b1b4aade043,,,,,276,Physical,Power outage affecting network,power electricity,Restore power supply
69b6ee2497bb4b1b4aade044,,,,,275,Transport,TCP handshake failure,tcp handshake,Restart service
69b6ee2497bb4b1b4aade045,,,,,278,Network,NAT misconfiguration,nat error,Reconfigure NAT
69b6ee2497bb4b1b4aade046,,,,,282,Network,Invalid IP address,invalid ip,Configure correct IP
69b6ee2497bb4b1b4aade047,,,,,277,Data Link,Incorrect duplex mode,duplex mismatch,Set auto duplex
69b6ee2497bb4b1b4aade048,,,,,279,Physical,Incorrect cable type,wrong cable,Use correct cable like Cat6
69b6ee2497bb4b1b4aade049,,,,,280,Presentation,Secure channel failure,secure channel,Restart secure service
69b6ee2497bb4b1b4aade04a,,,,,287,Physical,Power outage affecting network,power electricity,Restore power supply
69b6ee2497bb4b1b4aade04b,,,,,283,Presentation,Data corruption,data corruption,Retransmit data
69b6ee2497bb4b1b4aade04c,,,,,281,Application,Service unavailable,503 service,Restart service
69b6ee2497bb4b1b4aade04d,,,,,284,Application,DNS server not responding,dns server,Change DNS server
69b6ee2497bb4b1b4aade04e,,,,,285,Session,VPN session dropped,vpn drop,Reconnect VPN
69b6ee2497bb4b1b4aade04f,,,,,286,Network,NAT misconfiguration,nat error,Reconfigure NAT
69b6ee2497bb4b1b4aade050,,,,,292,Network,NAT misconfiguration,nat error,Reconfigure NAT
69b6ee2497bb4b1b4aade051,,,,,296,Physical,Ethernet port not detecting cable,port ethernet issue,Try another port
69b6ee2497bb4b1b4aade052,,,,,288,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aade053,,,,,301,Presentation,SSL certificate invalid,ssl certificate,Install valid certificate
69b6ee2497bb4b1b4aade054,,,,,302,Physical,Broken fiber cable,fiber damage,Replace fiber cable
69b6ee2497bb4b1b4aade055,,,,,303,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aade056,,,,,304,Application,Service unavailable,503 service,Restart service
69b6ee2497bb4b1b4aade057,,,,,305,Data Link,Broadcast storm,broadcast storm,Enable STP
69b6ee2497bb4b1b4aade058,,,,,307,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aade059,,,,,308,Data Link,Switch port disabled,switch port disabled,Enable switch port
69b6ee2497bb4b1b4aade05a,,,,,309,Session,Session encryption failure,session encryption,Update encryption
69b6ee2497bb4b1b4aade05b,,,,,306,Physical,Incorrect cable type,wrong cable,Use correct cable like Cat6
69b6ee2497bb4b1b4aade05c,,,,,310,Physical,Loose LAN connection,lan loose port,Reconnect LAN cable
69b6ee2497bb4b1b4aade05d,,,,,311,Data Link,Switch firmware outdated,switch firmware,Update firmware
69b6ee2497bb4b1b4aade05e,,,,,289,Transport,TCP connection timeout,tcp timeout,Check server availability
69b6ee2497bb4b1b4aade05f,,,,,290,Transport,Incorrect port configuration,port config,Verify port numbers
69b6ee2497bb4b1b4aade060,,,,,291,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aade061,,,,,294,Application,HTTP 404 error,404 error,Check URL
69b6ee2497bb4b1b4aade062,,,,,293,Network,IP address conflict,ip conflict,Renew IP address
69b6ee2497bb4b1b4aade063,,,,,295,Session,Session authentication failure,session auth,Re-login
69b6ee2497bb4b1b4aade064,,,,,319,Network,Subnet mismatch,subnet mask,Correct subnet mask
69b6ee2497bb4b1b4aade065,,,,,320,Session,VPN session dropped,vpn drop,Reconnect VPN
69b6ee2497bb4b1b4aade066,,,,,312,Physical,Ethernet port not detecting cable,port ethernet issue,Try another port
69b6ee2497bb4b1b4aade067,,,,,297,Session,Session synchronization error,session sync,Restart application
69b6ee2497bb4b1b4aade068,,,,,298,Physical,Broken fiber cable,fiber damage,Replace fiber cable
69b6ee2497bb4b1b4aade069,,,,,299,Presentation,SSL configuration error,ssl config,Reconfigure SSL
69b6ee2497bb4b1b4aade06a,,,,,300,Session,Session timeout,session timeout,Increase timeout
69b6ee2497bb4b1b4aade06b,,,,,317,Network,Gateway not reachable,gateway unreachable,Check default gateway
69b6ee2497bb4b1b4aade06c,,,,,313,Application,API request failed,api request,Check API endpoint
69b6ee2497bb4b1b4aade06d,,,,,314,Network,Packet loss,packet loss,Check congestion
69b6ee2497bb4b1b4aade06e,,,,,315,Session,Duplicate sessions,duplicate session,Terminate extra sessions
69b6ee2497bb4b1b4aade06f,,,,,316,Physical,Signal interference,signal noise,Remove interference source
69b6ee2497bb4b1b4aade070,,,,,324,Application,Website not loading,website loading,Check server status
69b6ee2497bb4b1b4aade071,,,,,318,Presentation,Data format mismatch,format mismatch,Convert data format
69b6ee2497bb4b1b4aade072,,,,,321,Application,Database connection failed,database connection,Check DB connection
69b6ee2497bb4b1b4aade073,,,,,322,Application,Service unavailable,503 service,Restart service
69b6ee2497bb4b1b4aade074,,,,,329,Data Link,Incorrect duplex mode,duplex mismatch,Set auto duplex
69b6ee2497bb4b1b4aade075,,,,,335,Physical,Network card failure,nic network card,Replace network interface card
